iter	Passed	Remaining
1664	24963	50002
1665	24978	49987
1666	24993	49972
1667	25008	49956
1668	25021	49938
1669	25036	49923
1670	25053	49911
1671	25067	49895
1672	25081	49878
1673	25096	49862
1674	25111	49847
1675	25125	49831
1676	25142	49819
1677	25156	49802
1678	25173	49791
1679	25189	49779
1680	25204	49763
1681	25219	49749
1682	25233	49732
1683	25249	49718
1684	25264	49704
1685	25277	49686
1686	25293	49672
1687	25306	49652
1688	25318	49632
1689	25332	49615
1690	25347	49600
1691	25361	49583
1692	25377	49569
1693	25391	49553
1694	25406	49538
1695	25419	49519
1696	25433	49502
1697	25447	49486
1698	25461	49469
1699	25475	49451
1700	25489	49435
1701	25501	49415
1702	25515	49397
1703	25529	49381
1704	25543	49363
1705	25558	49349
1706	25574	49337
1707	25589	49321
1708	25604	49305
1709	25619	49290
1710	25635	49277
1711	25649	49261
1712	25664	49246
1713	25677	49227
1714	25690	49209
1715	25705	49194
1716	25719	49177
1717	25735	49163
1718	25750	49148
1719	25763	49131
1720	25779	49118
1721	25794	49101
1722	25810	49089
1723	25826	49075
1724	25841	49062
1725	25855	49045
1726	25871	49031
1727	25884	49013
1728	25899	48998
1729	25914	48983
1730	25931	48972
1731	25946	48957
1732	25961	48941
1733	25975	48925
1734	25990	48910
1735	26006	48896
1736	26020	48880
1737	26033	48862
1738	26047	48845
1739	26062	48830
1740	26076	48813
1741	26090	48796
1742	26106	48782
1743	26120	48766
1744	26135	48750
1745	26149	48733
1746	26163	48718
1747	26178	48702
1748	26192	48685
1749	26207	48670
1750	26222	48656
1751	26236	48640
1752	26252	48625
1753	26264	48605
1754	26278	48589
1755	26292	48572
1756	26305	48553
1757	26318	48535
1758	26332	48518
1759	26345	48500
1760	26361	48485
1761	26374	48467
1762	26388	48452
1763	26401	48432
1764	26413	48413
1765	26427	48395
1766	26442	48380
1767	26456	48363
1768	26470	48347
1769	26484	48329
1770	26497	48312
1771	26511	48294
1772	26526	48280
1773	26538	48260
1774	26552	48242
1775	26566	48227
1776	26580	48210
1777	26595	48194
1778	26609	48179
1779	26625	48164
1780	26638	48146
1781	26652	48130
1782	26667	48115
1783	26681	48099
1784	26695	48081
1785	26709	48065
1786	26724	48050
1787	26738	48033
1788	26752	48017
1789	26766	47999
1790	26781	47984
1791	26794	47967
1792	26808	47950
1793	26822	47933
1794	26837	47918
1795	26851	47902
1796	26868	47891
1797	26883	47876
1798	26899	47862
1799	26912	47845
1800	26927	47828
1801	26941	47812
1802	26958	47800
1803	26973	47785
1804	26988	47772
1805	27003	47757
1806	27016	47739
1807	27030	47721
1808	27044	47704
1809	27058	47689
1810	27072	47672
1811	27086	47656
1812	27100	47639
1813	27113	47621
1814	27127	47604
1815	27142	47588
1816	27157	47573
1817	27171	47557
1818	27186	47543
1819	27200	47526
1820	27216	47512
1821	27229	47494
1822	27243	47478
1823	27256	47459
1824	27271	47444
1825	27284	47426
1826	27298	47409
1827	27311	47391
1828	27325	47375
1829	27337	47355
1830	27351	47338
1831	27364	47320
1832	27377	47301
1833	27390	47283
1834	27403	47266
1835	27418	47250
1836	27432	47233
1837	27446	47217
1838	27459	47199
1839	27473	47182
1840	27486	47165
1841	27500	47148
1842	27515	47132
1843	27529	47116
1844	27545	47104
1845	27562	47092
1846	27576	47075
1847	27595	47068
1848	27611	47054
1849	27626	47040
1850	27641	47025
1851	27655	47008
1852	27669	46992
1853	27682	46974
1854	27696	46957
1855	27711	46942
1856	27725	46925
1857	27739	46909
1858	27754	46893
1859	27769	46878
1860	27784	46864
1861	27799	46849
1862	27812	46831
1863	27826	46815
1864	27840	46799
1865	27854	46782
1866	27869	46767
1867	27884	46752
1868	27899	46738
1869	27913	46721
1870	27926	46703
1871	27938	46684
1872	27953	46668
1873	27968	46654
1874	27983	46638
1875	27996	46620
1876	28010	46604
1877	28023	46585
1878	28038	46571
1879	28051	46554
1880	28066	46538
1881	28081	46524
1882	28096	46508
1883	28110	46492
1884	28123	46474
1885	28137	46457
1886	28152	46443
1887	28165	46426
1888	28181	46411
1889	28193	46393
1890	28208	46378
1891	28222	46360
1892	28238	46347
1893	28251	46330
1894	28269	46319
1895	28282	46301
1896	28295	46284
1897	28308	46266
1898	28322	46249
1899	28336	46233
1900	28349	46215
1901	28360	46194
1902	28375	46178
1903	28387	46159
1904	28401	46143
1905	28413	46123
1906	28428	46108
1907	28439	46088
1908	28454	46072
1909	28466	46053
1910	28480	46036
1911	28493	46018
1912	28507	46001
1913	28520	45984
1914	28535	45969
1915	28549	45953
1916	28564	45938
1917	28579	45923
1918	28594	45909
1919	28607	45891
1920	28620	45873
1921	28635	45858
1922	28649	45842
1923	28664	45827
1924	28679	45812
1925	28693	45795
1926	28708	45782
1927	28722	45764
1928	28737	45750
1929	28750	45732
1930	28764	45716
1931	28778	45700
1932	28807	45707
1933	28828	45703
1934	28845	45691
1935	28860	45675
1936	28876	45662
1937	28891	45647
1938	28938	45682
1939	28954	45670
1940	28969	45656
1941	28984	45640
1942	28998	45623
1943	29010	45604
1944	29026	45591
1945	29039	45573
1946	29057	45564
1947	29080	45561
1948	29100	45555
1949	29116	45541
1950	29138	45537
1951	29153	45521
1952	29166	45504
1953	29183	45492
1954	29199	45479
1955	29212	45462
1956	29226	45444
1957	29241	45430
1958	29257	45417
1959	29270	45399
1960	29285	45384
1961	29298	45366
1962	29312	45350
1963	29330	45339
1964	29347	45327
1965	29360	45310
1966	29373	45291
1967	29386	45274
1968	29398	45254
1969	29412	45238
1970	29427	45223
1971	29440	45206
1972	29454	45188
1973	29467	45170
1974	29480	45154
1975	29495	45138
1976	29512	45127
1977	29527	45112
1978	29550	45109
1979	29565	45094
1980	29578	45076
1981	29591	45059
1982	29605	45042
1983	29620	45028
1984	29636	45014
1985	29649	44997
1986	29664	44981
1987	29677	44963
1988	29691	44947
1989	29705	44932
1990	29720	44916
1991	29733	44899
1992	29749	44884
1993	29763	44869
1994	29777	44852
1995	29791	44835
1996	29811	44829
1997	29828	44816
1998	29845	44805
1999	29858	44787
2000	29873	44772
2001	29887	44756
2002	29902	44741
2003	29917	44726
2004	29931	44710
2005	29945	44694
2006	29959	44678
2007	29973	44662
2008	29988	44646
2009	30002	44629
2010	30016	44614
2011	30030	44597
2012	30045	44583
2013	30059	44566
2014	30079	44560
2015	30096	44546
2016	30121	44547
2017	30147	44548
2018	30172	44548
2019	30186	44532
2020	30200	44516
2021	30215	44501
2022	30230	44487
2023	30244	44470
2024	30257	44452
2025	30271	44435
2026	30284	44417
2027	30295	44398
2028	30308	44380
2029	30322	44362
2030	30335	44345
2031	30349	44329
2032	30367	44319
2033	30381	44302
2034	30397	44289
2035	30412	44273
2036	30427	44259
2037	30441	44243
2038	30455	44227
2039	30469	44210
2040	30483	44194
2041	30498	44179
2042	30512	44163
2043	30531	44153
2044	30544	44137
2045	30559	44121
2046	30576	44109
2047	30592	44095
2048	30607	44081
2049	30623	44067
2050	30637	44051
2051	30650	44033
2052	30665	44019
2053	30682	44006
2054	30698	43993
2055	30712	43977
2056	30726	43961
2057	30740	43944
2058	30755	43929
2059	30770	43915
2060	30786	43901
2061	30799	43884
2062	30815	43871
2063	30828	43853
2064	30843	43838
2065	30862	43828
2066	30876	43812
2067	30890	43796
2068	30904	43780
2069	30918	43763
2070	30933	43749
2071	30947	43733
2072	30962	43718
2073	30976	43701
2074	30993	43689
2075	31008	43674
2076	31023	43659
2077	31037	43644
2078	31051	43627
2079	31065	43610
2080	31080	43595
2081	31092	43577
2082	31115	43574
2083	31135	43565
2084	31156	43559
2085	31231	43628
2086	31311	43704
2087	31342	43711
2088	31355	43693
2089	31368	43675
2090	31383	43660
2091	31395	43641
2092	31408	43624
2093	31422	43607
2094	31437	43592
2095	31450	43573
2096	31463	43556
2097	31476	43539
2098	31493	43526
2099	31511	43515
2100	31524	43498
2101	31541	43486
2102	31556	43471
2103	31569	43453
2104	31583	43437
2105	31598	43422
2106	31612	43404
2107	31626	43389
2108	31641	43374
2109	31655	43356
2110	31669	43340
2111	31685	43326
2112	31700	43313
2113	31715	43296
2114	31730	43282
2115	31743	43265
2116	31759	43250
2117	31774	43236
2118	31788	43219
2119	31802	43203
2120	31819	43190
2121	31833	43174
2122	31848	43159
2123	31863	43144
2124	31878	43129
2125	31891	43112
2126	31907	43097
2127	31921	43082
2128	31936	43067
2129	31951	43051
2130	31966	43036
2131	31982	43022
2132	32000	43012
2133	32013	42994
2134	32028	42979
2135	32040	42961
2136	32055	42945
2137	32069	42929
2138	32084	42913
2139	32101	42902
2140	32115	42885
2141	32130	42870
2142	32146	42856
2143	32160	42840
2144	32175	42825
2145	32195	42817
2146	32212	42804
2147	32225	42787
2148	32246	42780
2149	32258	42761
2150	32271	42744
2151	32284	42725
2152	32299	42710
2153	32311	42692
2154	32325	42675
2155	32338	42658
2156	32353	42642
2157	32371	42631
2158	32383	42613
2159	32398	42598
2160	32413	42582
2161	32426	42565
2162	32439	42548
2163	32453	42531
2164	32468	42517
2165	32482	42500
2166	32501	42490
2167	32516	42476
2168	32531	42460
2169	32547	42446
2170	32561	42429
2171	32577	42416
2172	32592	42401
2173	32608	42388
2174	32622	42372
2175	32637	42356
2176	32653	42342
2177	32667	42326
2178	32683	42313
2179	32698	42298
2180	32714	42283
2181	32726	42265
2182	32741	42250
2183	32756	42235
2184	32770	42218
2185	32783	42201
2186	32799	42188
2187	32812	42170
2188	32826	42154
2189	32841	42139
2190	32857	42124
2191	32871	42108
2192	32886	42093
2193	32900	42077
2194	32915	42062
2195	32930	42047
2196	32945	42032
2197	32960	42017
2198	32973	42000
2199	32987	41984
2200	33003	41970
2201	33018	41955
2202	33033	41940
2203	33047	41924
2204	33062	41909
2205	33074	41890
2206	33088	41874
2207	33102	41858
2208	33116	41842
2209	33129	41824
2210	33146	41812
2211	33161	41796
2212	33175	41780
2213	33190	41765
2214	33205	41749
2215	33219	41734
2216	33234	41719
2217	33248	41702
2218	33262	41687
2219	33275	41669
2220	33290	41654
2221	33303	41637
2222	33316	41619
2223	33332	41606
2224	33346	41589
2225	33359	41572
2226	33374	41557
2227	33388	41541
2228	33404	41526
2229	33417	41509
2230	33431	41493
2231	33445	41476
2232	33461	41462
2233	33474	41446
2234	33492	41434
2235	33506	41418
2236	33520	41401
2237	33534	41386
2238	33549	41371
2239	33566	41359
2240	33583	41345
2241	33598	41330
2242	33613	41316
2243	33628	41301
2244	33641	41284
2245	33655	41267
2246	33670	41252
2247	33685	41237
2248	33702	41225
2249	33717	41210
2250	33732	41195
2251	33747	41180
2252	33762	41165
2253	33777	41149
2254	33799	41144
2255	33814	41129
2256	33829	41113
2257	33844	41098
2258	33857	41081
2259	33872	41066
2260	33887	41051
2261	33901	41035
2262	33916	41020
2263	33931	41004
2264	33947	40991
2265	33960	40974
2266	33976	40960
2267	33991	40946
2268	34007	40931
2269	34020	40914
2270	34034	40898
2271	34050	40884
2272	34065	40869
2273	34079	40853
2274	34095	40839
2275	34111	40825
2276	34125	40809
2277	34139	40793
2278	34154	40779
2279	34168	40762
2280	34185	40749
2281	34198	40732
2282	34213	40717
2283	34228	40702
2284	34242	40686
2285	34255	40668
2286	34269	40652
2287	34283	40636
2288	34296	40618
2289	34310	40603
2290	34325	40588
2291	34340	40572
2292	34354	40557
2293	34368	40540
2294	34380	40522
2295	34394	40506
2296	34410	40492
2297	34425	40477
2298	34439	40461
2299	34451	40443
2300	34465	40426
2301	34480	40411
2302	34507	40410
2303	34521	40394
2304	34535	40378
2305	34549	40362
2306	34564	40348
2307	34580	40333
2308	34594	40317
2309	34607	40300
2310	34622	40285
2311	34636	40269
2312	34650	40253
2313	34665	40238
2314	34681	40224
2315	34695	40208
2316	34710	40193
2317	34725	40179
2318	34742	40165
2319	34756	40149
2320	34770	40133
2321	34785	40118
2322	34800	40103
2323	34813	40086
2324	34827	40070
2325	34841	40054
2326	34856	40039
2327	34871	40024
2328	34887	40010
2329	34901	39994
2330	34917	39980
2331	34933	39966
2332	34947	39950
2333	34960	39933
2334	34976	39919
2335	34991	39905
2336	35008	39892
2337	35024	39878
2338	35038	39861
2339	35051	39844
2340	35066	39830
2341	35083	39816
2342	35099	39803
2343	35114	39787
2344	35130	39774
2345	35160	39776
2346	35175	39761
2347	35189	39746
2348	35204	39730
2349	35218	39714
2350	35232	39698
2351	35245	39681
2352	35260	39665
2353	35274	39649
2354	35288	39634
2355	35301	39616
2356	35315	39601
2357	35328	39583
2358	35343	39568
2359	35356	39551
2360	35370	39535
2361	35384	39519
2362	35398	39503
2363	35413	39487
2364	35428	39472
2365	35441	39456
2366	35457	39442
2367	35473	39428
2368	35489	39414
2369	35503	39398
2370	35519	39384
2371	35532	39367
2372	35547	39352
2373	35561	39336
2374	35575	39319
2375	35588	39303
2376	35604	39288
2377	35618	39273
2378	35632	39257
2379	35647	39242
2380	35662	39227
2381	35677	39212
2382	35692	39197
2383	35705	39180
2384	35721	39166
2385	35735	39149
2386	35750	39135
2387	35765	39120
2388	35780	39105
2389	35795	39090
2390	35810	39075
2391	35825	39060
2392	35840	39045
2393	35853	39028
2394	35868	39013
2395	35882	38997
2396	35897	38982
2397	35912	38967
2398	35927	38952
2399	35941	38936
2400	35957	38922
2401	35970	38905
2402	35986	38892
2403	35999	38874
2404	36015	38860
2405	36032	38847
2406	36048	38833
2407	36064	38819
2408	36080	38805
2409	36093	38789
2410	36109	38775
2411	36124	38760
2412	36139	38745
2413	36152	38728
2414	36167	38713
2415	36181	38697
2416	36196	38682
2417	36210	38666
2418	36222	38648
2419	36236	38632
2420	36250	38616
2421	36264	38600
2422	36279	38585
2423	36293	38569
2424	36306	38552
2425	36321	38537
2426	36335	38520
2427	36347	38503
2428	36362	38488
2429	36375	38471
2430	36388	38454
2431	36402	38438
2432	36416	38422
2433	36430	38406
2434	36446	38392
2435	36461	38377
2436	36475	38361
2437	36491	38347
2438	36505	38331
2439	36520	38316
2440	36537	38303
2441	36551	38288
2442	36565	38272
2443	36580	38256
2444	36595	38241
2445	36610	38226
2446	36625	38211
2447	36639	38195
2448	36657	38183
2449	36672	38169
2450	36688	38155
2451	36704	38141
2452	36718	38126
2453	36733	38110
2454	36748	38095
2455	36763	38081
2456	36779	38066
2457	36794	38051
2458	36811	38039
2459	36826	38024
2460	36841	38008
2461	36856	37994
2462	36869	37977
2463	36884	37962
2464	36899	37947
2465	36917	37935
2466	36933	37921
2467	36947	37905
2468	36962	37890
2469	36976	37874
2470	36991	37859
2471	37006	37844
2472	37019	37827
2473	37035	37813
2474	37050	37798
2475	37064	37783
2476	37079	37768
2477	37094	37752
2478	37109	37738
2479	37124	37722
2480	37137	37706
2481	37152	37691
2482	37166	37675
2483	37181	37660
2484	37193	37642
2485	37205	37624
2486	37219	37608
2487	37233	37592
2488	37248	37577
2489	37261	37560
2490	37273	37543
2491	37288	37527
2492	37301	37511
2493	37315	37495
2494	37329	37479
2495	37343	37463
2496	37358	37448
2497	37371	37431
2498	37386	37416
2499	37399	37399
2500	37413	37383
2501	37428	37368
2502	37442	37353
2503	37461	37341
2504	37477	37328
2505	37497	37317
2506	37516	37306
2507	37532	37293
2508	37549	37280
2509	37564	37265
2510	37579	37250
2511	37593	37234
2512	37608	37218
2513	37623	37204
2514	37637	37188
2515	37651	37172
2516	37669	37160
2517	37683	37144
2518	37697	37129
2519	37711	37113
2520	37727	37098
2521	37741	37082
2522	37757	37069
2523	37771	37053
2524	37787	37039
2525	37802	37024
2526	37818	37010
2527	37832	36994
2528	37848	36980
2529	37863	36965
2530	37878	36950
2531	37892	36934
2532	37906	36918
2533	37920	36903
2534	37934	36887
2535	37949	36871
2536	37965	36857
2537	37979	36842
2538	37994	36827
2539	38008	36811
2540	38024	36797
2541	38036	36779
2542	38052	36765
2543	38066	36749
2544	38081	36734
2545	38095	36718
2546	38110	36703
2547	38124	36688
2548	38139	36673
2549	38154	36658
2550	38169	36643
2551	38184	36628
2552	38199	36613
2553	38213	36597
2554	38228	36582
2555	38240	36564
2556	38255	36549
2557	38268	36533
2558	38282	36517
2559	38296	36501
2560	38311	36486
2561	38325	36470
2562	38339	36455
2563	38353	36439
2564	38367	36422
2565	38380	36406
2566	38394	36390
2567	38408	36373
2568	38421	36357
2569	38435	36341
2570	38450	36326
2571	38467	36313
2572	38481	36297
2573	38495	36282
2574	38509	36266
2575	38524	36251
2576	38538	36235
2577	38551	36218
2578	38567	36204
2579	38580	36187
2580	38595	36173
2581	38610	36157
2582	38624	36141
2583	38639	36126
2584	38656	36114
2585	38671	36099
2586	38687	36085
2587	38700	36068
2588	38716	36054
2589	38729	36037
2590	38745	36023
2591	38760	36008
2592	38778	35996
2593	38792	35981
2594	38808	35967
2595	38824	35953
2596	38840	35938
2597	38855	35924
2598	38870	35909
2599	38885	35893
2600	38905	35883
2601	38919	35867
2602	38935	35853
2603	38949	35838
2604	38963	35822
2605	38977	35806
2606	38991	35790
2607	39005	35774
2608	39020	35760
2609	39034	35744
2610	39048	35728
2611	39063	35713
2612	39078	35698
2613	39093	35683
2614	39109	35669
2615	39124	35654
2616	39138	35639
2617	39152	35622
2618	39166	35607
2619	39179	35590
2620	39193	35574
2621	39206	35557
2622	39222	35543
2623	39236	35528
2624	39251	35513
2625	39265	35497
2626	39278	35480
2627	39291	35463
2628	39305	35448
2629	39318	35431
2630	39333	35416
2631	39347	35400
2632	39387	35408
2633	39402	35393
2634	39416	35377
2635	39433	35364
2636	39446	35347
2637	39464	35335
2638	39480	35321
2639	39494	35305
2640	39508	35290
2641	39523	35274
2642	39537	35259
2643	39551	35243
2644	39567	35228
2645	39579	35211
2646	39596	35198
2647	39611	35183
2648	39626	35168
2649	39650	35162
2650	39687	35166
2651	39707	35156
2652	39723	35141
2653	39737	35125
2654	39752	35110
2655	39767	35095
2656	39783	35081
2657	39798	35067
2658	39812	35051
2659	39827	35036
2660	39843	35021
2661	39858	35006
2662	39872	34991
2663	39886	34975
2664	39902	34961
2665	39916	34945
2666	39931	34930
2667	39945	34915
2668	39958	34897
2669	39972	34882
2670	39985	34866
2671	40000	34850
2672	40015	34835
2673	40030	34820
2674	40045	34806
2675	40060	34791
2676	40074	34775
2677	40089	34759
2678	40104	34745
2679	40119	34730
2680	40134	34715
2681	40149	34700
2682	40165	34686
2683	40178	34670
2684	40193	34654
2685	40206	34637
2686	40220	34621
2687	40233	34605
2688	40246	34588
2689	40260	34573
2690	40273	34556
2691	40286	34540
2692	40299	34523
2693	40313	34507
2694	40330	34494
2695	40344	34478
2696	40360	34463
2697	40373	34448
2698	40388	34432
2699	40403	34417
2700	40418	34402
2701	40437	34391
2702	40452	34376
2703	40468	34362
2704	40483	34347
2705	40498	34332
2706	40512	34317
2707	40526	34301
2708	40543	34287
2709	40556	34270
2710	40571	34256
2711	40585	34240
2712	40601	34225
2713	40615	34210
2714	40630	34195
2715	40646	34181
2716	40661	34166
2717	40676	34151
2718	40690	34135
2719	40704	34120
2720	40720	34105
2721	40735	34090
2722	40751	34076
2723	40765	34060
2724	40781	34046
2725	40796	34032
2726	40811	34016
2727	40825	34001
2728	40840	33986
2729	40855	33971
2730	40869	33955
2731	40883	33939
2732	40898	33924
2733	40913	33909
2734	40929	33895
2735	40944	33880
2736	40958	33865
2737	40971	33848
2738	40985	33833
2739	41000	33818
2740	41016	33803
2741	41030	33787
2742	41045	33773
2743	41061	33759
2744	41077	33744
2745	41092	33729
2746	41105	33713
2747	41120	33698
2748	41136	33684
2749	41151	33669
2750	41166	33654
2751	41179	33637
2752	41195	33623
2753	41211	33609
2754	41226	33594
2755	41240	33579
2756	41253	33562
2757	41267	33546
2758	41281	33530
2759	41295	33515
2760	41311	33501
2761	41327	33486
2762	41340	33470
2763	41353	33453
2764	41368	33438
2765	41382	33422
2766	41396	33407
2767	41411	33392
2768	41428	33378
2769	41443	33364
2770	41458	33349
2771	41474	33335
2772	41489	33320
2773	41502	33303
2774	41518	33289
2775	41534	33275
2776	41549	33260
2777	41564	33245
2778	41578	33229
2779	41592	33214
2780	41607	33199
2781	41622	33184
2782	41640	33171
2783	41655	33156
2784	41669	33141
2785	41683	33125
2786	41700	33111
2787	41714	33096
2788	41731	33082
2789	41747	33068
2790	41762	33054
2791	41776	33038
2792	41790	33022
2793	41805	33007
2794	41820	32992
2795	41835	32977
2796	41851	32963
2797	41864	32947
2798	41881	32933
2799	41895	32917
2800	41911	32903
2801	41925	32888
2802	41944	32875
2803	41957	32859
2804	41973	32845
2805	41986	32829
2806	42002	32815
2807	42018	32800
2808	42033	32785
2809	42048	32770
2810	42062	32755
2811	42077	32740
2812	42092	32725
2813	42110	32712
2814	42126	32698
2815	42145	32686
2816	42159	32671
2817	42173	32655
2818	42188	32640
2819	42203	32625
2820	42218	32610
2821	42232	32594
2822	42245	32578
2823	42259	32562
2824	42272	32546
2825	42284	32529
2826	42301	32515
2827	42315	32499
2828	42330	32484
2829	42345	32469
2830	42360	32454
2831	42375	32439
2832	42389	32424
2833	42403	32408
2834	42420	32395
2835	42436	32381
2836	42452	32366
2837	42467	32352
2838	42483	32337
2839	42496	32321
2840	42511	32306
2841	42527	32292
2842	42544	32278
2843	42558	32263
2844	42574	32249
2845	42589	32233
2846	42604	32219
2847	42619	32203
2848	42634	32189
2849	42650	32175
2850	42666	32160
2851	42680	32144
2852	42695	32130
2853	42710	32115
2854	42723	32098
2855	42738	32084
2856	42752	32067
2857	42765	32051
2858	42782	32037
2859	42798	32023
2860	42814	32009
2861	42828	31994
2862	42842	31978
2863	42857	31963
2864	42874	31949
2865	42888	31934
2866	42904	31920
2867	42919	31905
2868	42933	31889
2869	42948	31874
2870	42964	31860
2871	42979	31845
2872	42994	31830
2873	43008	31814
2874	43022	31799
2875	43037	31784
2876	43051	31768
2877	43066	31753
2878	43080	31738
2879	43096	31723
2880	43115	31711
2881	43130	31697
2882	43145	31682
2883	43158	31665
2884	43171	31649
2885	43184	31633
2886	43200	31618
2887	43214	31602
2888	43228	31587
2889	43241	31570
2890	43255	31555
2891	43269	31539
2892	43282	31522
2893	43296	31507
2894	43310	31491
2895	43324	31476
2896	43337	31459
2897	43351	31443
2898	43363	31426
2899	43378	31412
2900	43393	31397
2901	43408	31381
2902	43425	31368
2903	43442	31354
2904	43458	31340
2905	43473	31325
2906	43488	31311
2907	43505	31297
2908	43519	31282
2909	43534	31267
2910	43549	31251
2911	43564	31236
2912	43578	31221
2913	43593	31206
2914	43608	31191
2915	43623	31176
2916	43642	31164
2917	43657	31150
2918	43673	31135
2919	43687	31120
2920	43702	31105
2921	43720	31092
2922	43736	31077
2923	43751	31063
2924	43766	31047
2925	43778	31031
2926	43793	31016
2927	43807	31000
2928	43821	30984
2929	43838	30971
2930	43853	30956
2931	43867	30940
2932	43883	30926
2933	43896	30910
2934	43912	30895
2935	43925	30879
2936	43939	30863
2937	43953	30848
2938	43970	30834
2939	43984	30818
2940	43999	30804
2941	44014	30789
2942	44029	30773
2943	44043	30758
2944	44058	30743
2945	44072	30728
2946	44088	30714
2947	44102	30698
2948	44116	30682
2949	44130	30666
2950	44143	30650
2951	44156	30634
2952	44170	30618
2953	44183	30602
2954	44198	30587
2955	44212	30571
2956	44226	30556
2957	44240	30540
2958	44253	30524
2959	44267	30508
2960	44281	30493
2961	44295	30477
2962	44309	30461
2963	44322	30445
2964	44338	30431
2965	44350	30414
2966	44364	30398
2967	44377	30382
2968	44393	30368
2969	44408	30353
2970	44426	30340
2971	44443	30326
2972	44458	30311
2973	44473	30296
2974	44490	30283
2975	44505	30268
2976	44522	30255
2977	44539	30241
2978	44556	30227
2979	44572	30213
2980	44588	30199
2981	44605	30185
2982	44622	30172
2983	44638	30158
2984	44655	30144
2985	44670	30129
2986	44686	30115
2987	44703	30101
2988	44721	30088
2989	44740	30076
2990	44758	30063
2991	44775	30049
2992	44791	30035
2993	44808	30021
2994	44824	30007
2995	44840	29993
2996	44856	29979
2997	44873	29965
2998	44890	29952
2999	44907	29938
3000	44924	29924
3001	44939	29909
3002	44955	29895
3003	44970	29880
3004	44987	29866
3005	45002	29852
3006	45020	29838
3007	45037	29825
3008	45054	29811
3009	45071	29798
3010	45087	29783
3011	45104	29770
3012	45122	29757
3013	45139	29743
3014	45160	29732
3015	45185	29724
3016	45219	29721
3017	45241	29711
3018	45256	29696
3019	45268	29679
3020	45282	29663
3021	45296	29648
3022	45309	29631
3023	45324	29616
3024	45340	29602
3025	45354	29587
3026	45374	29575
3027	45391	29561
3028	45407	29547
3029	45433	29538
3030	45448	29523
3031	45464	29509
3032	45478	29494
3033	45496	29481
3034	45512	29466
3035	45527	29451
3036	45545	29438
3037	45561	29424
3038	45577	29410
3039	45591	29394
3040	45609	29381
3041	45630	29370
3042	45646	29356
3043	45663	29342
3044	45678	29327
3045	45692	29311
3046	45707	29296
3047	45721	29280
3048	45734	29264
3049	45749	29249
3050	45764	29234
3051	45778	29219
3052	45793	29203
3053	45808	29189
3054	45824	29174
3055	45840	29160
3056	45853	29143
3057	45872	29131
3058	45888	29117
3059	45904	29102
3060	45919	29088
3061	45934	29072
3062	45950	29058
3063	45963	29042
3064	45983	29030
3065	45999	29016
3066	46014	29001
3067	46028	28985
3068	46043	28970
3069	46058	28955
3070	46074	28940
3071	46088	28925
3072	46103	28910
3073	46118	28895
3074	46132	28879
3075	46146	28864
3076	46161	28849
3077	46179	28835
3078	46197	28823
3079	46395	28922
3080	46427	28917
3081	46443	28902
3082	46459	28888
3083	46473	28872
3084	46486	28856
3085	46501	28840
3086	46515	28825
3087	46529	28809
3088	46543	28793
3089	46557	28778
3090	46572	28763
3091	46586	28747
3092	46599	28731
3093	46616	28716
3094	46631	28701
3095	46646	28686
3096	46660	28671
3097	46677	28657
3098	46691	28641
3099	46705	28626
3100	46720	28610
3101	46733	28594
3102	46751	28581
3103	46766	28565
3104	46783	28552
3105	46799	28537
3106	46816	28523
3107	46831	28508
3108	46845	28492
3109	46860	28477
3110	46876	28463
3111	46891	28448
3112	46906	28433
3113	46922	28418
3114	46937	28403
3115	46953	28388
3116	46968	28374
3117	46983	28358
3118	46998	28343
3119	47014	28329
3120	47031	28315
3121	47047	28300
3122	47065	28287
3123	47080	28272
3124	47096	28257
3125	47112	28243
3126	47126	28227
3127	47139	28211
3128	47152	28195
3129	47167	28180
3130	47181	28164
3131	47193	28147
3132	47207	28131
3133	47220	28115
3134	47233	28098
3135	47247	28083
3136	47261	28067
3137	47276	28052
3138	47290	28036
3139	47304	28020
3140	47319	28005
3141	47332	27989
3142	47347	27974
3143	47362	27959
3144	47376	27943
3145	47392	27929
3146	47407	27914
3147	47425	27901
3148	47444	27888
3149	47461	27874
3150	47479	27860
3151	47495	27846
3152	47511	27831
3153	47526	27816
3154	47541	27801
3155	47556	27786
3156	47572	27771
3157	47586	27756
3158	47601	27741
3159	47618	27726
3160	47632	27711
3161	47646	27696
3162	47661	27680
3163	47675	27665
3164	47689	27649
3165	47704	27634
3166	47718	27618
3167	47733	27603
3168	47749	27588
3169	47765	27574
3170	47779	27558
3171	47792	27542
3172	47806	27526
3173	47823	27512
3174	47839	27498
3175	47854	27483
3176	47870	27468
3177	47885	27453
3178	47900	27438
3179	47914	27423
3180	47935	27411
3181	47953	27397
3182	47974	27385
3183	47994	27373
3184	48024	27366
3185	48044	27354
3186	48058	27339
3187	48075	27325
3188	48091	27310
3189	48104	27294
3190	48119	27279
3191	48132	27262
3192	48148	27248
3193	48164	27234
3194	48178	27218
3195	48196	27204
3196	48211	27189
3197	48226	27174
3198	48243	27160
3199	48264	27148
3200	48281	27134
3201	48294	27118
3202	48311	27104
3203	48326	27089
3204	48340	27073
3205	48354	27058
3206	48369	27042
3207	48387	27029
3208	48400	27013
3209	48414	26997
3210	48429	26982
3211	48444	26967
3212	48460	26952
3213	48474	26937
3214	48489	26921
3215	48503	26906
3216	48517	26890
3217	48531	26874
