iter	PRAUC	Logloss
74	0.603785937	0.4700277831
75	0.604646739	0.4686551692
76	0.6055314569	0.4673194697
77	0.6061362563	0.4660016208
78	0.6067292967	0.4649031344
79	0.6075239185	0.463608987
80	0.6080679586	0.4623665639
81	0.6086122523	0.4610649504
82	0.6089351977	0.4598607375
83	0.6102562138	0.4585831894
84	0.6107695032	0.4574769302
85	0.6115438181	0.4563065349
86	0.6120887013	0.4553694207
87	0.6126705062	0.4541414127
88	0.6124655611	0.4533670563
89	0.6129661064	0.4522286908
90	0.6132505401	0.4513074051
91	0.6140480261	0.4502556963
92	0.6144965265	0.449237901
93	0.6147620268	0.4482514051
94	0.6152113342	0.4472687884
95	0.6155596824	0.4464534983
96	0.6166472918	0.4452392404
97	0.6168681023	0.4443707429
98	0.6177427895	0.4433021891
99	0.6186689421	0.4422951353
100	0.6193160799	0.441460971
101	0.6197479313	0.4406638133
102	0.6204504254	0.4396718313
103	0.6211808325	0.4388126625
104	0.6218700354	0.4379672352
105	0.6226159176	0.4370664424
106	0.6231125453	0.4361954707
107	0.6235910577	0.4354384717
108	0.6241716894	0.4346077986
109	0.6246395264	0.433797808
110	0.6249624272	0.4330974606
111	0.6254511845	0.432224212
112	0.6256857205	0.4315870638
113	0.6260494452	0.4308361977
114	0.6263042039	0.4300646453
115	0.6266003667	0.4293842572
116	0.6273103796	0.4286536723
117	0.6279659438	0.4280545463
118	0.6282788675	0.4274196166
119	0.6289272877	0.4266804057
120	0.6292872891	0.425957056
121	0.6300113802	0.4252226095
122	0.6303341243	0.4246764046
123	0.6305063616	0.4240715201
124	0.6308242185	0.4234275847
125	0.6312913052	0.4227938994
126	0.6314786726	0.422141135
127	0.6318215282	0.4215748036
128	0.6325773348	0.4208864593
129	0.6329726442	0.4203598866
130	0.6335268253	0.4197893136
131	0.6339040774	0.4192728663
132	0.6341832752	0.4187416497
133	0.6345638299	0.4182155471
134	0.6351169059	0.4175674711
135	0.6357527209	0.4169121387
136	0.6366221513	0.4162664081
137	0.6371518197	0.4156856096
138	0.6374456591	0.4151943321
139	0.6375701281	0.4147511895
140	0.6379711789	0.4142135739
141	0.6383987276	0.4137713334
142	0.6390668538	0.4132267134
143	0.6395757122	0.4127671985
144	0.6398792583	0.4122473304
145	0.6402028119	0.4117312756
146	0.6405985044	0.4111468795
147	0.6408437212	0.4106985904
148	0.641141673	0.4102114691
149	0.6414561565	0.4098515931
150	0.6418986246	0.4093682018
151	0.6421467401	0.4089631355
152	0.6425687195	0.4084792538
153	0.6427982116	0.4080248232
154	0.6431320508	0.4076352167
155	0.6436011768	0.4072068432
156	0.6438967286	0.4069081778
157	0.6444170863	0.4065068712
158	0.6448832573	0.4061718319
159	0.645238642	0.4057225919
160	0.6456933323	0.4052416598
161	0.6460583775	0.4048310015
162	0.6462359656	0.4044383237
163	0.6467617013	0.4039584813
164	0.6471199924	0.4035966587
165	0.6474918081	0.4032029984
166	0.6477240077	0.4028413915
167	0.6482292179	0.4024096169
168	0.6484717086	0.4020536901
169	0.648844636	0.4016550978
170	0.6492550383	0.4012466004
171	0.6500725852	0.4007479654
172	0.6505058451	0.4003327831
173	0.650668103	0.399969394
174	0.6509174768	0.3996565065
175	0.6511850015	0.3993576607
176	0.6512665165	0.3990984471
177	0.6516487283	0.3987225465
178	0.6521599054	0.3983238999
179	0.6526021644	0.3979942787
180	0.6530455589	0.3975999555
181	0.6541627891	0.3970166666
182	0.6544025502	0.3966432754
183	0.6547162696	0.3963461181
184	0.655216773	0.3959552715
185	0.6555134104	0.3956104988
186	0.6557878229	0.3953187576
187	0.6560767161	0.3950048153
188	0.6564238584	0.3946834369
189	0.6568007472	0.3943765911
190	0.6578679301	0.3938171009
191	0.6581432954	0.3935129358
192	0.6584695948	0.3932250805
193	0.6591764249	0.3927509912
194	0.6595923369	0.3924077995
195	0.6599080306	0.3920990084
196	0.6602814298	0.3917657647
197	0.6607621834	0.391326191
198	0.6610533422	0.3909943747
199	0.6613455323	0.3907054773
200	0.6615917951	0.3905218985
201	0.6618220853	0.3901915165
202	0.6621754086	0.389905299
203	0.6624105413	0.3895960479
204	0.6627512833	0.3893269134
205	0.6629279659	0.3890647471
206	0.6632211031	0.3888335444
207	0.6634183921	0.3885516158
208	0.6635476352	0.3883042755
209	0.6638368192	0.3880128064
210	0.6640093537	0.3878948589
211	0.664082424	0.3876920327
212	0.6643750673	0.3873754705
213	0.6645858832	0.3871204515
214	0.6648880173	0.3868696733
215	0.6657949284	0.3863945746
216	0.6665931605	0.3859414162
217	0.6667566428	0.3857546138
218	0.6669733682	0.3855576458
219	0.667281454	0.3852480792
220	0.667359852	0.3850701497
221	0.6677108318	0.3848183119
222	0.6678803746	0.3845868758
223	0.668056187	0.3843623282
224	0.6682608618	0.3841162843
225	0.6685199533	0.3839464286
226	0.6687323477	0.3837142408
227	0.6689614835	0.383476734
228	0.6692889707	0.383226176
229	0.6695806261	0.3830212447
230	0.6697794753	0.3828592632
231	0.6699255992	0.3826794048
232	0.6702039236	0.3824709452
233	0.6706396098	0.3821455164
234	0.6707850991	0.3819964287
235	0.6710466193	0.3817391756
236	0.6716132127	0.3813918115
237	0.6718263531	0.3812615841
238	0.6719657161	0.3810930224
239	0.6721251765	0.3808955684
240	0.672436145	0.3807066137
241	0.6726190397	0.3805367885
242	0.6728508589	0.3803056403
243	0.6729353899	0.3801186124
244	0.6731386045	0.3799116049
245	0.6733703503	0.3796934483
246	0.6736592488	0.3795023635
247	0.6738172646	0.3792970667
248	0.6740212815	0.3791179102
249	0.6743081574	0.3788963114
250	0.6743909622	0.378716424
251	0.6746309014	0.3785782699
252	0.6748288014	0.3784263627
253	0.6750312487	0.3782327445
254	0.6753375618	0.3779996223
255	0.6754489842	0.3778791645
256	0.6756147411	0.3776812064
257	0.6757580774	0.3774777008
258	0.6760617231	0.3772702312
259	0.6763122512	0.3770759302
260	0.6765160435	0.3768550248
261	0.6767885928	0.3766703218
262	0.6769024096	0.3765257828
263	0.6770535252	0.3763261428
264	0.677298687	0.3761338047
265	0.6775158926	0.3759483882
266	0.6777704433	0.3757533582
267	0.6780669229	0.3755492763
268	0.6781438692	0.3753512708
269	0.6783425404	0.3751855927
270	0.6785143049	0.3750190502
271	0.6788332287	0.3748287604
272	0.6790462659	0.3746717185
273	0.6792624302	0.3745116951
274	0.6795282056	0.3743674363
275	0.6796865782	0.3741804893
276	0.6797661653	0.3740503405
277	0.6799129146	0.3738886939
278	0.6801229052	0.3736985905
279	0.6802868941	0.3735578652
280	0.6804884447	0.3733723238
281	0.6806943657	0.3731972556
282	0.6809610799	0.3730179678
283	0.6812086376	0.372849194
284	0.681382078	0.3727283879
285	0.6815461745	0.372625456
286	0.6817110583	0.3724990457
287	0.6820462791	0.3723215503
288	0.6822516125	0.3722285309
289	0.6824782039	0.3720471935
290	0.6827159463	0.3718751268
291	0.6829615887	0.3716757175
292	0.6831832256	0.3715277077
293	0.6833958251	0.3713983468
294	0.6835731812	0.3712576354
295	0.6838582695	0.3711006925
296	0.6839659066	0.3709423848
297	0.6840500242	0.3708358849
298	0.6841910532	0.3706884872
299	0.6844170335	0.3705295765
300	0.6845174979	0.3704026729
301	0.6847701469	0.3702254401
302	0.6850282445	0.3700800897
303	0.6852215395	0.3699520819
304	0.6853699773	0.3698004612
305	0.685502447	0.3696865376
306	0.6856384524	0.3695878337
307	0.6857864741	0.3694413104
308	0.6860208686	0.369279846
309	0.6861020299	0.3691804032
310	0.6862207399	0.3690656778
311	0.6869342864	0.3686863616
312	0.6871187176	0.3685639813
313	0.687305289	0.3684462723
314	0.687504209	0.3682848569
315	0.6876440173	0.3681667423
316	0.687788865	0.3680242031
317	0.6880257362	0.3678643673
318	0.6881942863	0.3677545204
319	0.6885254399	0.3675567891
320	0.6886957977	0.3674326583
321	0.6887724836	0.367304294
322	0.6889070594	0.3671503434
323	0.6891054124	0.3670076055
324	0.6893434457	0.3668772259
325	0.6895242071	0.3667459592
326	0.6896568128	0.3666087997
327	0.6897960258	0.3665054745
328	0.6899625057	0.3663908924
329	0.6906318035	0.3660433204
330	0.6907815305	0.365941591
331	0.6909758623	0.3658054442
332	0.6912269666	0.3656603969
333	0.6914809151	0.365513258
334	0.6916509404	0.3653889075
335	0.6917400111	0.3652711797
336	0.6918614793	0.3651946657
337	0.6919256573	0.3650991337
338	0.6920587758	0.3649875387
339	0.6923070155	0.3648510071
340	0.6925108879	0.364712539
341	0.692642343	0.3646211116
342	0.6928458328	0.3645200898
343	0.69298019	0.3644139484
344	0.6931199605	0.3642857666
345	0.6933180796	0.364157595
346	0.6934755864	0.3640482497
347	0.6936949686	0.3638698607
348	0.6938576213	0.3637639718
349	0.6940072257	0.3636236003
350	0.6940950063	0.363554436
351	0.6942224756	0.3634110346
352	0.6944525731	0.3632726166
353	0.6946043775	0.3631672106
354	0.6947868943	0.3630743805
355	0.6949702255	0.3629423621
356	0.6951326318	0.3628322052
357	0.695269435	0.362738236
358	0.6955273321	0.3625882048
359	0.6957424978	0.3624410838
360	0.6958324596	0.3623300934
361	0.6960201849	0.3621677467
362	0.6961929998	0.3620563543
363	0.6967626415	0.3617540022
364	0.6969267064	0.3616432209
365	0.6969765804	0.3615644315
366	0.6971379901	0.3614494054
367	0.6972637859	0.3613356581
368	0.697481259	0.3612246416
369	0.6977643252	0.3610672964
370	0.6978310729	0.3609804304
371	0.6980366596	0.3608688788
372	0.6981536592	0.3607686716
373	0.6983741753	0.3606475831
374	0.6984495234	0.3605349496
375	0.6986412571	0.3604302064
376	0.6990850083	0.3601794607
377	0.6993201756	0.3600660542
378	0.6995231609	0.3599502629
379	0.6997189912	0.359840423
380	0.7000929906	0.3596378785
381	0.7002635963	0.3595363698
382	0.7003625863	0.3594332573
383	0.7005426244	0.3593268885
384	0.700944247	0.3590635402
385	0.7010519571	0.3589929659
386	0.701624401	0.3586750252
387	0.7017840318	0.3585737668
388	0.7019011875	0.3584979031
389	0.7021503666	0.3583730722
390	0.7022562625	0.3582741914
391	0.702394755	0.35818094
392	0.7025503213	0.3580784147
393	0.7026695313	0.3579825148
394	0.7028009646	0.3579024322
395	0.7030436205	0.3577921678
396	0.7032115068	0.3576523469
397	0.7032396783	0.3575543837
398	0.7034267277	0.3574776307
399	0.703595186	0.3573894889
400	0.7037621775	0.3572937237
401	0.7038849712	0.3572307888
402	0.7040905305	0.3571073991
403	0.7042259109	0.3570308387
404	0.7043453546	0.3569275176
405	0.7044749833	0.3568426023
406	0.7045799365	0.3567479794
407	0.7046224512	0.3566557018
408	0.704720859	0.3565786991
409	0.7048084636	0.3564713044
410	0.7048886247	0.356414724
411	0.7050275748	0.3563116751
412	0.705158113	0.3562423331
413	0.7053121807	0.3561482945
414	0.7055123791	0.3560432721
415	0.7056786546	0.3559734817
416	0.7057548877	0.3558977237
417	0.7060095728	0.35579685
418	0.7061136097	0.3557330929
419	0.7062224097	0.3556478822
420	0.7063975175	0.35554472
421	0.7064819006	0.3554865255
422	0.7066849124	0.3553818583
423	0.7067611088	0.3552945806
424	0.7068068822	0.3552410101
425	0.7068626284	0.3551922357
426	0.7069500392	0.3550799457
427	0.7071094881	0.3549649388
428	0.7072818132	0.3548498314
429	0.7074880558	0.3547460835
430	0.7077003338	0.3546505087
431	0.7078479473	0.3545373219
432	0.7079537376	0.354449435
433	0.7080975646	0.354344488
434	0.7082416548	0.3542560011
435	0.7083599784	0.354163345
436	0.7084874829	0.3540551437
437	0.7086110892	0.3539635506
438	0.7087276348	0.3538953286
439	0.7088520618	0.3538429905
440	0.7090545064	0.3537257891
441	0.709123211	0.3536130435
442	0.7092515178	0.3535159365
443	0.7093220623	0.3534366856
444	0.7094989724	0.3533399538
445	0.7095729126	0.3532977116
446	0.7096948594	0.3531970958
447	0.709848639	0.3530981857
448	0.7099537613	0.3530268276
449	0.7099727266	0.3530039738
450	0.7101485404	0.3529217122
451	0.7102757402	0.3528485237
452	0.7103542815	0.3527812402
453	0.7105614662	0.3526821828
454	0.7106235681	0.3526428852
455	0.7108098394	0.3525351785
456	0.7108788593	0.3524477761
457	0.7110203874	0.3523554406
458	0.7111634072	0.3522780827
459	0.7113554642	0.3521697619
460	0.7114903518	0.3520731132
461	0.7116610088	0.3519768841
462	0.711792024	0.3518962459
463	0.7119105778	0.351810757
464	0.7120381004	0.3517277141
465	0.7121286443	0.3516560178
466	0.7123049518	0.3515475304
467	0.7123929705	0.351469713
468	0.7125543668	0.3513674186
469	0.7130375963	0.3511251925
470	0.7131761548	0.3510481518
471	0.7132612643	0.3509647774
472	0.7133590613	0.350907862
473	0.7134741455	0.35083134
474	0.7136188066	0.3507350422
475	0.7138163785	0.3506520428
476	0.7139022888	0.3505768341
477	0.7140784807	0.3504476474
478	0.7141697051	0.3503975043
479	0.7142816547	0.3503046114
480	0.7144683535	0.35021662
481	0.7148496296	0.3500141927
482	0.7150026238	0.3499300715
483	0.7151781943	0.3498258146
484	0.7152836522	0.3497737314
485	0.7154099798	0.3497074832
486	0.7155334786	0.3496171401
487	0.7156561829	0.3495164617
488	0.7157138257	0.3494648751
489	0.7158380875	0.3493971281
490	0.7159536022	0.3493016003
491	0.7160578929	0.3492326727
492	0.7162426667	0.3491159875
493	0.7163725859	0.3490295696
494	0.7164584767	0.348981428
495	0.71658427	0.3489213607
496	0.7168448093	0.3488157276
497	0.7169841769	0.3487304427
498	0.71719124	0.3486243331
499	0.7173383378	0.3485169053
500	0.7175084985	0.3484334222
501	0.7176566558	0.3483616505
502	0.7178033234	0.3482837713
503	0.7179410451	0.3482080169
504	0.717975843	0.3481246696
505	0.7184390546	0.3478697928
506	0.7185356573	0.3478225323
507	0.7186538836	0.3477412388
508	0.7188063245	0.3476587825
509	0.7188807448	0.3475699282
510	0.7189750207	0.3474962188
511	0.7191226118	0.347442032
512	0.719244361	0.3473692998
513	0.7193877394	0.3472924317
514	0.7195620554	0.3472184305
515	0.7196763874	0.3471673214
516	0.7197937578	0.3470947867
517	0.7198585166	0.3470361985
518	0.7200056048	0.3469458175
519	0.7201317039	0.3468646945
520	0.7202594511	0.3468066335
521	0.7203395686	0.3467586295
522	0.7204157275	0.3466953231
523	0.7205657768	0.3466243511
524	0.7207085724	0.3465470753
525	0.7208148714	0.3464621624
526	0.7209934525	0.3463531261
527	0.7211200818	0.3462883432
528	0.7212868285	0.3462109181
529	0.7213670856	0.346155436
530	0.7214531461	0.3460943638
531	0.7216880249	0.3459804286
532	0.7217928136	0.345896306
533	0.721875292	0.3458507851
534	0.7220646408	0.3457519096
535	0.7222105609	0.3456546143
536	0.7222880317	0.3456085369
537	0.7224037549	0.3455277416
538	0.7225912628	0.3454397321
539	0.7227806238	0.3453497429
540	0.7229514394	0.3452571636
541	0.7230629894	0.3451869081
542	0.7231325897	0.3451166749
543	0.7233314957	0.3450344192
544	0.7234552194	0.3449655643
545	0.7235116202	0.3449274295
546	0.7236813816	0.3448351133
547	0.7237473262	0.3447577175
548	0.7238552555	0.34469457
549	0.7239589808	0.3446182198
550	0.7240733147	0.3445654923
551	0.7241936336	0.3444966525
552	0.724332686	0.3444417445
553	0.7243935151	0.3443948139
554	0.7244670342	0.3443151975
555	0.7246061537	0.3442422659
556	0.7246882571	0.3441661973
557	0.7247943377	0.3441034716
558	0.7249839489	0.3440228513
559	0.7251360397	0.3439622849
560	0.7252015632	0.3438855381
561	0.7252978844	0.3438226587
562	0.7254408071	0.3437637857
563	0.7255833561	0.3436973596
564	0.7257114006	0.3436158955
565	0.7258142642	0.3435666179
566	0.7259559199	0.343504397
567	0.7261637735	0.3433925591
568	0.7262292313	0.3433490476
569	0.7263435127	0.3433052385
570	0.7264558228	0.3432090315
571	0.7265963338	0.3431120728
572	0.726761256	0.3430494748
573	0.7268386567	0.3429950822
574	0.7269802927	0.3429106226
575	0.727117487	0.3428245381
576	0.7272187676	0.3427603191
577	0.7274155698	0.3426749168
578	0.7275803758	0.3425946162
579	0.7276593169	0.3425212342
580	0.7277539316	0.3424654967
581	0.7278333364	0.342385477
582	0.7279322322	0.3423436482
583	0.7281011674	0.3422738901
584	0.7281939001	0.3421979591
585	0.72824635	0.3421585932
586	0.7284043945	0.3420792994
587	0.7285303706	0.3420118361
588	0.7286722711	0.3419218305
589	0.7287206039	0.3418465862
590	0.7288792204	0.3417631936
591	0.7290418411	0.3417028885
592	0.7292168232	0.3416173846
593	0.7293421421	0.3415443424
594	0.7294450124	0.3414781389
595	0.7295186609	0.3414147486
596	0.7296369978	0.3413503091
597	0.7297692525	0.3413073465
598	0.7298416667	0.3412554364
599	0.7299971541	0.341183434
600	0.7301387786	0.3411193278
601	0.7302501449	0.3410314723
602	0.730356842	0.3409737905
603	0.7304206706	0.3409323507
604	0.7305426117	0.3408617848
605	0.7306261124	0.3408081531
606	0.7310262085	0.34057327
607	0.7311190822	0.3405197395
608	0.7313054973	0.3404350655
609	0.7314262446	0.3403556915
610	0.7315683056	0.3402725296
611	0.7316810159	0.3402126285
612	0.7317830889	0.3401233725
613	0.7319896673	0.3400309942
614	0.7320975504	0.3399761877
615	0.7322689471	0.339889443
616	0.7323947766	0.3398287052
617	0.732508668	0.3397597535
618	0.7326383095	0.3397001015
619	0.7327759628	0.3396280716
620	0.7328981114	0.3395455981
621	0.7330521558	0.3394735363
622	0.7332019727	0.3394113405
623	0.733323319	0.3393527293
624	0.7334077917	0.3392900886
625	0.7335166865	0.3392294524
626	0.7336045023	0.3391607294
627	0.7337465452	0.3391053748
628	0.733889907	0.3390331188
629	0.734029734	0.3389789166
630	0.734155394	0.3389237257
631	0.7343113283	0.3388323818
632	0.7344026712	0.3387844769
633	0.7345317361	0.3387223525
634	0.7346197695	0.3386815207
635	0.7347144862	0.3386122009
636	0.7348962334	0.3385362969
637	0.7350569211	0.3384765885
638	0.7351709705	0.3384081066
639	0.7352631546	0.3383547249
640	0.735393985	0.3382982414
641	0.7354861337	0.338233918
642	0.7355644927	0.3381893578
643	0.7357420151	0.3381130529
644	0.7358792548	0.3380498276
645	0.7359666493	0.3380153472
646	0.7360570529	0.3379441508
647	0.7361018949	0.3378910781
648	0.7362024896	0.3378176331
649	0.7362891422	0.3377667281
650	0.7363801931	0.3377024248
651	0.7365349082	0.3376242357
652	0.7366704223	0.3375284378
653	0.7367388355	0.337485377
654	0.7367849698	0.3374547749
655	0.7368687292	0.3373865248
656	0.7369952667	0.3373378047
657	0.7370699126	0.3372852443
658	0.7371399436	0.3372409025
659	0.7372363966	0.3371861438
660	0.7373950321	0.3371217333
661	0.7375623808	0.3370386122
662	0.7376933654	0.336971443
663	0.7377957575	0.3369178331
664	0.7378432696	0.3368613357
665	0.7379196413	0.3367864239
666	0.7381955315	0.3366799155
667	0.738334347	0.3366045468
668	0.7384648703	0.336532719
669	0.7385627674	0.3364602741
670	0.7386563803	0.3364024661
671	0.7387179628	0.3363669475
672	0.7388196561	0.3363099367
673	0.7389116267	0.3362531782
674	0.7390574139	0.3361908757
675	0.7392221176	0.3361089876
676	0.7393484087	0.3360372226
677	0.7394530027	0.3359845376
678	0.7395570748	0.3359308013
679	0.739633255	0.335877187
680	0.7397130907	0.3358046314
681	0.7398616765	0.3357435827
682	0.740032487	0.3356646157
683	0.740172802	0.3355871145
684	0.7403178836	0.3355168067
685	0.7404122806	0.335449545
686	0.740438125	0.3354134238
687	0.7405006148	0.3353888436
688	0.7405930062	0.3353185747
689	0.7406459872	0.3352691444
690	0.7408009075	0.335202814
691	0.7408906216	0.3351558332
692	0.7409622622	0.3350972885
693	0.7410628695	0.3350221155
694	0.7412176138	0.3349488478
695	0.7413324994	0.334886436
696	0.7414043724	0.3348343237
697	0.7415160651	0.3347684624
698	0.7416016538	0.3347062037
699	0.7416852488	0.3346581374
700	0.7418826915	0.3345685338
701	0.7420427698	0.3345057629
702	0.7421736531	0.3344399595
703	0.7423190673	0.3343715357
704	0.7424732062	0.3342891447
705	0.7424918318	0.3342590545
706	0.7425787524	0.3341949354
707	0.7426508631	0.3341363474
708	0.742705001	0.3340980439
709	0.7428499842	0.334029853
710	0.7429769378	0.333987751
711	0.7430828147	0.3339239398
712	0.7432368303	0.3338528995
713	0.743310515	0.333807903
714	0.7434130626	0.3337579406
715	0.7435445398	0.3337093328
716	0.7436812565	0.3336290988
717	0.7437670035	0.3335735646
718	0.7438365131	0.3335280995
719	0.7439283809	0.3334827229
720	0.744075146	0.3334150367
721	0.744202078	0.3333571085
722	0.7443608882	0.3332855192
723	0.7445128989	0.3332206645
724	0.7445580687	0.3331833015
725	0.7446110844	0.3331527427
726	0.7446887444	0.3331131889
727	0.7448322074	0.3330552424
728	0.7449077095	0.33301314
729	0.7450334418	0.3329414132
730	0.7451226636	0.3328892222
731	0.7452465496	0.332825434
732	0.7453767482	0.3327527315
733	0.7455110585	0.3326884631
734	0.7456308294	0.33261866
735	0.7458089497	0.3325488743
736	0.7458612229	0.3324835624
737	0.7459806502	0.3324272378
738	0.7460505497	0.3323770975
739	0.7462031117	0.3323083348
740	0.7462494503	0.3322720246
741	0.7463678383	0.3322008856
742	0.7463986644	0.3321614712
743	0.7464308986	0.3321416763
744	0.7465330176	0.3320890132
745	0.7466795629	0.3320257598
746	0.7467674277	0.3319648791
747	0.7468938665	0.3319080511
748	0.7470337056	0.3318602424
749	0.7471715041	0.3318056692
750	0.7473407458	0.3317242275
751	0.7474291087	0.3316804234
752	0.7475590673	0.3316206932
753	0.7477085828	0.3315528803
754	0.7477794967	0.3315167489
755	0.7479080347	0.3314534224
756	0.748014664	0.3313967245
757	0.7483768336	0.3311954233
758	0.7484757896	0.331120896
759	0.7485981064	0.3310662689
760	0.7487360391	0.3310109383
761	0.7488225347	0.3309497898
762	0.7489231327	0.3308840635
763	0.7489811197	0.3308225721
764	0.7490747833	0.3307626068
765	0.7491804138	0.3307088076
766	0.7493715984	0.3306308546
767	0.7496493069	0.3304423956
768	0.7498040176	0.3303731079
769	0.7499364776	0.3303072686
770	0.7500074878	0.3302770288
771	0.7501091048	0.3302192036
772	0.7504469262	0.3300260082
773	0.7505430914	0.3299534857
774	0.7506153018	0.329906729
775	0.7507032536	0.3298444028
776	0.7507766989	0.3298065165
777	0.7509743818	0.329713655
778	0.7510894093	0.3296579795
779	0.7511665655	0.3295919876
780	0.7513291952	0.3295215625
781	0.7514284019	0.3294562391
782	0.7515482239	0.3293934759
783	0.7516550129	0.3293240466
784	0.7517804685	0.3292633786
785	0.7518670851	0.3292108862
786	0.7519862884	0.3291602284
787	0.7521362391	0.3291027811
788	0.7522520581	0.3290306731
789	0.7523489226	0.3289853987
790	0.7524707459	0.3289152625
791	0.7525685109	0.3288693162
792	0.7526832372	0.3288268247
793	0.7527824023	0.3287838742
794	0.752912212	0.3287081438
795	0.7529879709	0.3286589513
796	0.7530244126	0.3286396364
797	0.7531434462	0.3285857942
798	0.7532398475	0.3285468115
799	0.7533002491	0.328504082
800	0.7534252298	0.3284303759
801	0.7535043304	0.3283887105
802	0.7536061093	0.3283380802
803	0.7536939365	0.3282770648
804	0.7539047018	0.328190638
805	0.754048318	0.3281211523
806	0.7541803055	0.3280578796
807	0.7543275111	0.3280002169
808	0.754466149	0.327937058
809	0.7545792402	0.3278908679
810	0.7547292812	0.3278142324
811	0.7547892846	0.3277875014
812	0.7549158777	0.3277197159
813	0.7550205478	0.3276631243
814	0.7551448914	0.3276078183
815	0.7552065405	0.3275575485
816	0.7553105752	0.3275031514
817	0.7554305724	0.327430901
818	0.755607222	0.3273528461
819	0.7556629071	0.3273194393
820	0.7558273523	0.3272477719
821	0.7558941084	0.3271904139
822	0.7560063731	0.3271234963
823	0.756070402	0.3270610093
824	0.7562008265	0.3269944558
825	0.7562542951	0.3269706487
826	0.756429476	0.3268924743
827	0.7566036397	0.3268075647
828	0.7567040123	0.3267531527
829	0.7567753261	0.3267117393
830	0.7569544716	0.326631148
831	0.75708137	0.3265705606
832	0.7572125153	0.3265089247
833	0.7573173533	0.3264720261
834	0.7573768028	0.3264239164
835	0.7574053194	0.3263945578
836	0.7575852397	0.3262758057
837	0.7576690549	0.3262353376
838	0.7577200833	0.326205355
839	0.7577761128	0.326169327
840	0.7578432122	0.3261297984
841	0.7579776154	0.3260576041
842	0.7580521521	0.3260113792
843	0.7581018221	0.3259706199
844	0.7582023805	0.325909869
845	0.7582775999	0.3258673023
846	0.7584655057	0.3257983958
847	0.758588518	0.3257062416
848	0.7587156982	0.3256489146
849	0.7587789257	0.3256105928
850	0.7589779934	0.3255192412
851	0.7590960391	0.32544886
852	0.7592478339	0.3253856268
853	0.7592768929	0.3253583198
854	0.7593669075	0.3253066877
855	0.7594588729	0.3252463148
856	0.7595675146	0.3251978524
857	0.7596555713	0.3251318018
858	0.7597267219	0.3250946553
859	0.7598640728	0.3250303604
860	0.759958287	0.3249603007
861	0.7599795916	0.3249322555
862	0.7600908553	0.3248735813
863	0.7601717725	0.3248267368
864	0.7602598608	0.3247814294
865	0.7603430763	0.3247421572
866	0.7604559831	0.3246722641
867	0.7605201541	0.3246417347
868	0.7606488501	0.3245720071
869	0.7608148981	0.3245085173
870	0.7609346471	0.3244582284
871	0.7610173231	0.3243701572
872	0.7610908554	0.324315728
873	0.7612340773	0.3242493595
874	0.7612851058	0.3242206966
875	0.7614973962	0.3241215295
876	0.7615932223	0.3240742913
877	0.7616987826	0.324027785
878	0.7617913168	0.3239774979
879	0.7619246511	0.3238958894
880	0.7619838774	0.3238607609
881	0.7621318152	0.3237962652
