iter	PRAUC	Logloss
882	0.7622141501	0.3237602063
883	0.7622786241	0.3237303751
884	0.7623724987	0.3236777988
885	0.7624417813	0.323628566
886	0.7625398259	0.3235797873
887	0.7626763304	0.3235154146
888	0.7627436423	0.3234791217
889	0.7628510395	0.3234071109
890	0.7629036473	0.3233626053
891	0.7630055153	0.3233047767
892	0.7631251805	0.3232438023
893	0.7631903071	0.3232007907
894	0.7631966496	0.323159355
895	0.7632670523	0.3230928097
896	0.7633533805	0.3230597182
897	0.7634344029	0.3230264261
898	0.7635440173	0.322969708
899	0.7636356613	0.3229198831
900	0.7637853178	0.3228519396
901	0.7639449534	0.3227817927
902	0.7640764256	0.3227219702
903	0.7641288231	0.3226666654
904	0.7643029211	0.322588406
905	0.764404827	0.322539835
906	0.7645432112	0.3224701309
907	0.7646142774	0.3224361478
908	0.7647684497	0.3223595267
909	0.764905445	0.3223048021
910	0.7649803425	0.322276735
911	0.7651234209	0.3222080783
912	0.7652028732	0.3221707131
913	0.7652656584	0.3221396068
914	0.7653767575	0.3220592319
915	0.7654467089	0.322013113
916	0.7655992287	0.3219472705
917	0.7656734773	0.3218896042
918	0.7657577078	0.3218302889
919	0.7658261929	0.3217825138
920	0.7659410068	0.3217129129
921	0.7659986889	0.32164507
922	0.7661719216	0.3215550568
923	0.7662636606	0.3215038587
924	0.7664337139	0.3214284512
925	0.7665654372	0.3213666209
926	0.7666524664	0.3212950777
927	0.7668174615	0.3212203436
928	0.7668822574	0.3211763138
929	0.766953726	0.321125366
930	0.7671330574	0.3210370128
931	0.7672375074	0.3209710241
932	0.7674101629	0.3208938065
933	0.767521079	0.3208118101
934	0.7676268125	0.3207438755
935	0.7677172384	0.3206986626
936	0.7678844231	0.3206050268
937	0.7680082992	0.3205578847
938	0.7681422265	0.3204995785
939	0.7682319877	0.3204514441
940	0.7683126765	0.3203909497
941	0.7683691927	0.3203514285
942	0.7685172102	0.3202886883
943	0.7686292581	0.3202245093
944	0.7687052201	0.3201713914
945	0.7688256177	0.3201147482
946	0.7689185842	0.3200580218
947	0.7690180261	0.3200101374
948	0.7691854834	0.3199324183
949	0.7692812504	0.3198872277
950	0.7695137455	0.3197833267
951	0.7695922319	0.3197262682
952	0.7696709622	0.31966687
953	0.7697852672	0.3196088252
954	0.7698717485	0.3195621421
955	0.769942145	0.3195184216
956	0.7700078777	0.3194808518
957	0.770109595	0.3194364909
958	0.7702325408	0.3193731937
959	0.7703458121	0.3193028329
960	0.7703995334	0.3192663422
961	0.7705178641	0.3192113973
962	0.7706346297	0.3191668687
963	0.7707408305	0.3191215288
964	0.7710404419	0.3189391165
965	0.7711430051	0.3188821547
966	0.7713104897	0.3187989604
967	0.7714455027	0.3187314336
968	0.7715330245	0.3186866954
969	0.771649071	0.3186154081
970	0.7718152874	0.3185359675
971	0.7719825854	0.3184643352
972	0.7720726631	0.3184063374
973	0.7721286306	0.3183654818
974	0.7722530182	0.3183022162
975	0.7723534222	0.3182371735
976	0.7724814556	0.3181699215
977	0.7725845622	0.3181139744
978	0.7726854702	0.3180749951
979	0.7728839803	0.3179788427
980	0.7729592978	0.3179176053
981	0.7730739776	0.3178618987
982	0.7731895407	0.3177877877
983	0.7732707064	0.3177303676
984	0.7734319584	0.3176522739
985	0.7735597542	0.317582428
986	0.7736475483	0.3175174476
987	0.7737445437	0.3174500167
988	0.7738811139	0.3173733179
989	0.7740328463	0.3172914253
990	0.7741218294	0.3172309643
991	0.7742619684	0.317172041
992	0.7743997501	0.3171027952
993	0.7745511148	0.3170280482
994	0.7747176749	0.3169411547
995	0.7748846068	0.316845557
996	0.7750025974	0.3167809098
997	0.7751488259	0.3166939862
998	0.775217726	0.3166422071
999	0.7753567707	0.3165685568
1000	0.7754622346	0.3165016187
1001	0.77558892	0.3164423223
1002	0.7756998515	0.3163801349
1003	0.7757823972	0.3163399768
1004	0.7758450867	0.3162969054
1005	0.7759395131	0.3162539403
1006	0.7760855598	0.3161655414
1007	0.7762280476	0.3160768133
1008	0.7763555236	0.3160098335
1009	0.7764541039	0.315954637
1010	0.7765545098	0.3159016339
1011	0.7767059471	0.3158304092
1012	0.7767497518	0.3157984183
1013	0.7768778605	0.3157355806
1014	0.7770306899	0.3156611058
1015	0.7771163908	0.3156143225
1016	0.7772300709	0.3155651166
1017	0.7773154626	0.3155154139
1018	0.7774500166	0.3154561964
1019	0.7775424942	0.3153998131
1020	0.7776821736	0.3153337614
1021	0.7778201518	0.3152613557
1022	0.7779065745	0.3152010764
1023	0.7780261968	0.3151328948
1024	0.7781819009	0.3150514611
1025	0.7783708604	0.3149665343
1026	0.7785246238	0.3148978694
1027	0.7787048406	0.3148137562
1028	0.7788468023	0.3147400159
1029	0.7789472024	0.3146840422
1030	0.7790422335	0.3146271389
1031	0.7791241411	0.3145593256
1032	0.7792378698	0.3145024097
1033	0.7793817277	0.314405132
1034	0.7795188673	0.3143412036
1035	0.7796092273	0.3142964022
1036	0.7797028612	0.3142571173
1037	0.7798301888	0.3142078406
1038	0.7799278953	0.3141315316
1039	0.7801573693	0.3140294885
1040	0.7803088775	0.3139472796
1041	0.7805292569	0.313841869
1042	0.7806454764	0.3137714249
1043	0.780724575	0.3137310066
1044	0.7808423647	0.3136724922
1045	0.7809800504	0.3135992603
1046	0.781146685	0.3135271162
1047	0.7812534585	0.3134684903
1048	0.7814161898	0.313385732
1049	0.7814896931	0.3133391835
1050	0.7816072833	0.3132569873
1051	0.7816928889	0.3131911521
1052	0.7817947255	0.3131444757
1053	0.7819403	0.3130805625
1054	0.7819997676	0.3130054241
1055	0.7821311743	0.3129374754
1056	0.7823158288	0.3128576152
1057	0.7823754789	0.3128236633
1058	0.7825892775	0.3127188088
1059	0.7827072749	0.3126649112
1060	0.7828728404	0.3125828172
1061	0.7829716321	0.3125144193
1062	0.7831447018	0.3124238968
1063	0.7832223133	0.3123676969
1064	0.7833438948	0.3123160883
1065	0.7834322108	0.312273509
1066	0.7835450114	0.3122162341
1067	0.783691509	0.3121356717
1068	0.7838023562	0.3120659239
1069	0.7839006106	0.3119929091
1070	0.7840171948	0.3119381829
1071	0.7841456708	0.3118429849
1072	0.7842836986	0.3117833178
1073	0.7845880574	0.3115875756
1074	0.7846852259	0.311527596
1075	0.7849706503	0.3113373546
1076	0.7851066304	0.3112598948
1077	0.7851897794	0.3112209694
1078	0.7853293925	0.3111391149
1079	0.7854967215	0.3110501868
1080	0.7855968325	0.3109919789
1081	0.7856340319	0.3109551409
1082	0.785721094	0.3109084675
1083	0.7858306692	0.3108524257
1084	0.7860842472	0.3106700482
1085	0.7861338064	0.3106329539
1086	0.7862799525	0.3105539226
1087	0.7863832786	0.3104916708
1088	0.7865051484	0.3104357275
1089	0.7865956651	0.3103939111
1090	0.7867677211	0.3103189127
1091	0.7868528274	0.310270055
1092	0.7869729162	0.3102247485
1093	0.7870587139	0.3101765436
1094	0.787186731	0.310105181
1095	0.787267794	0.3100655567
1096	0.7873510511	0.3100090516
1097	0.7874462679	0.3099401453
1098	0.7875441515	0.3098865797
1099	0.787720433	0.3097910635
1100	0.787835416	0.3097196134
1101	0.787921702	0.3096827335
1102	0.7880766916	0.3096081416
1103	0.7882201781	0.3095386943
1104	0.7883544457	0.3094539404
1105	0.7884452986	0.309401138
1106	0.7886022307	0.3093202039
1107	0.7886598735	0.3092796876
1108	0.788689627	0.3092517009
1109	0.7888157866	0.3091909124
1110	0.7889469727	0.3091364156
1111	0.7890835557	0.309060789
1112	0.7891885266	0.3089945065
1113	0.7892886145	0.3089419025
1114	0.7894300191	0.3088751554
1115	0.7895718161	0.3088001429
1116	0.7897343358	0.3087159739
1117	0.7897809511	0.3086830356
1118	0.7899358751	0.3086000761
1119	0.79010052	0.3085106917
1120	0.7902288201	0.3084385047
1121	0.7903985195	0.3083610759
1122	0.7904675812	0.3083026673
1123	0.7905373296	0.3082613849
1124	0.7906653274	0.3081871189
1125	0.7907549253	0.3081357522
1126	0.7909008675	0.3080648351
1127	0.7910816806	0.3079791404
1128	0.7911742026	0.3079122042
1129	0.7912626531	0.3078704222
1130	0.7914017664	0.3078139253
1131	0.7915916687	0.3077209858
1132	0.7916626449	0.3076746935
1133	0.7917208579	0.3076209247
1134	0.7918158727	0.3075638176
1135	0.7919477373	0.307489189
1136	0.7919927188	0.3074485115
1137	0.7920514176	0.3074104075
1138	0.7921790431	0.3073307882
1139	0.7922741137	0.307261607
1140	0.7923755053	0.3072122019
1141	0.7925821514	0.3071099068
1142	0.7926888777	0.3070479756
1143	0.7928045384	0.3069932493
1144	0.7928956539	0.3069431906
1145	0.7930232277	0.3068900504
1146	0.7931077475	0.3068384908
1147	0.7932196475	0.3067753129
1148	0.7933661116	0.306704352
1149	0.7935040684	0.3066262431
1150	0.7936000893	0.3065618809
1151	0.7937581636	0.3064851135
1152	0.7938920979	0.3064167096
1153	0.794016395	0.306335202
1154	0.7942128814	0.3062376728
1155	0.794378067	0.3061558869
1156	0.7944732316	0.3060982577
1157	0.7947352757	0.3059224744
1158	0.7948576661	0.3058444056
1159	0.7949503226	0.3057942396
1160	0.795058173	0.3057233664
1161	0.7952261285	0.3056362259
1162	0.7953810274	0.3055560748
1163	0.7954985964	0.3054921478
1164	0.7955862281	0.3054260145
1165	0.7956893231	0.3053552963
1166	0.7957958317	0.3052974205
1167	0.7959082234	0.3052238411
1168	0.7959953691	0.3051709856
1169	0.7961118323	0.3051004049
1170	0.7962095209	0.3050568505
1171	0.7963065753	0.3050048166
1172	0.7964131003	0.3049555211
1173	0.7965243676	0.3048996151
1174	0.7966332775	0.3048402956
1175	0.7967209412	0.3047712916
1176	0.7968553281	0.3046915632
1177	0.796979448	0.3046196224
1178	0.7970602566	0.304574969
1179	0.7971488573	0.3044950267
1180	0.7973042928	0.3044085266
1181	0.7974151783	0.3043545474
1182	0.7975078931	0.3042946408
1183	0.7976115845	0.3042304507
1184	0.7977086613	0.3041733917
1185	0.7979222402	0.3040706867
1186	0.7980242808	0.3040226101
1187	0.798211789	0.3039263321
1188	0.7982998628	0.3038692985
1189	0.7983857015	0.3038179475
1190	0.7985647014	0.303734496
1191	0.798689302	0.3036618224
1192	0.7987538872	0.3036141767
1193	0.7988313565	0.303572767
1194	0.7989465163	0.3035004106
1195	0.79915967	0.3034047655
1196	0.799315492	0.3033302262
1197	0.799451124	0.3032515107
1198	0.7995708604	0.303187651
1199	0.7996892675	0.3031355105
1200	0.799814691	0.303071035
1201	0.7999370349	0.3030081034
1202	0.8000371109	0.3029379565
1203	0.8001151859	0.3028971697
1204	0.8001985224	0.3028381974
1205	0.8002925756	0.3027863322
1206	0.8003952744	0.3027298176
1207	0.8005275503	0.302673743
1208	0.8006129226	0.3026178846
1209	0.8007425275	0.3025621749
1210	0.8007779139	0.3025273792
1211	0.8008239585	0.3024790456
1212	0.8009810425	0.3023990833
1213	0.8011126128	0.3023296665
1214	0.8012731143	0.302263271
1215	0.8013840533	0.3022022312
1216	0.8015347684	0.3021084498
1217	0.8016820287	0.3020230349
1218	0.8017684481	0.3019713663
1219	0.8018420704	0.3019321928
1220	0.8019377412	0.3018827316
1221	0.8020779509	0.3018145922
1222	0.8021568983	0.3017738076
1223	0.8023220497	0.3016797399
1224	0.8025071365	0.301582696
1225	0.8026544266	0.3014961812
1226	0.8027554749	0.3014233725
1227	0.8028450421	0.3013554374
1228	0.8029917476	0.3012772347
1229	0.8030655381	0.3012423812
1230	0.8031715137	0.3011815286
1231	0.8032217685	0.3011477256
1232	0.8033251084	0.3010665635
1233	0.8033828433	0.3010388606
1234	0.8035278519	0.30097616
1235	0.8036804946	0.300897121
1236	0.8038294956	0.3008190904
1237	0.803973754	0.3007471966
1238	0.804103011	0.3006668215
1239	0.8041594668	0.3006424498
1240	0.8042900444	0.3005691411
1241	0.8043717293	0.3005088223
1242	0.804516706	0.3004358668
1243	0.8045970825	0.300395611
1244	0.8046592668	0.3003564638
1245	0.8047923749	0.3002764633
1246	0.8048684009	0.3002283882
1247	0.8049569284	0.3001687284
1248	0.8051187289	0.3001005906
1249	0.8052194926	0.3000429676
1250	0.8053398776	0.2999768066
1251	0.8054698831	0.2999203253
1252	0.8055630166	0.2998645455
1253	0.8057146631	0.2997733671
1254	0.8058675437	0.2996815327
1255	0.8059542324	0.2996173204
1256	0.8060397519	0.2995641161
1257	0.8061726461	0.2994940935
1258	0.8063108799	0.2994185689
1259	0.8063593186	0.299394879
1260	0.8064661379	0.2993377203
1261	0.8066068854	0.2992698759
1262	0.8068402986	0.2991040782
1263	0.8069867619	0.2990283421
1264	0.8070709944	0.298995764
1265	0.8071420585	0.2989575058
1266	0.8072121497	0.2988917435
1267	0.8073449217	0.2988251979
1268	0.807471083	0.2987658678
1269	0.8075948529	0.2986937498
1270	0.8076909678	0.2986446371
1271	0.8077479986	0.2986043609
1272	0.8078666651	0.2985534755
1273	0.8079090089	0.298523794
1274	0.8080076574	0.2984482385
1275	0.808138211	0.2983720571
1276	0.8082692651	0.2983140657
1277	0.8083497762	0.2982680686
1278	0.8084518491	0.2981915834
1279	0.8085698236	0.2981148496
1280	0.8086973621	0.2980584811
1281	0.8088212461	0.2979945153
1282	0.808894422	0.2979294531
1283	0.8089836127	0.2978828911
1284	0.8090756242	0.2978215363
1285	0.8091568994	0.2977678504
1286	0.8091829435	0.2977058474
1287	0.8092944334	0.2976595243
1288	0.8094112746	0.2976037128
1289	0.8095473888	0.2975221104
1290	0.8096206935	0.2974811372
1291	0.8097504703	0.2974057985
1292	0.8098826325	0.2973305159
1293	0.8100107715	0.2972664096
1294	0.8101345895	0.2972027906
1295	0.8102017604	0.2971603271
1296	0.8103467543	0.2970869822
1297	0.8103710332	0.2970676827
1298	0.8104480126	0.297024482
1299	0.8105265297	0.2969755925
1300	0.8105870506	0.2969144734
1301	0.8106549443	0.2968886877
1302	0.8107844377	0.2968176436
1303	0.810878508	0.2967586309
1304	0.8110293995	0.2966767694
1305	0.8111174606	0.2966324198
1306	0.8112233801	0.2965635339
1307	0.8112892371	0.2965295495
1308	0.8113629195	0.2964843431
1309	0.8114755118	0.2964127304
1310	0.811636361	0.29633852
1311	0.8117825392	0.2962752963
1312	0.8118854336	0.296217153
1313	0.8119740269	0.2961619771
1314	0.8120433234	0.2961277349
1315	0.8122078026	0.2960414163
1316	0.812229902	0.2960226878
1317	0.8124171161	0.2959316561
1318	0.8125439707	0.2958643823
1319	0.8126767511	0.2957891416
1320	0.8128168407	0.2957126871
1321	0.8129230821	0.2956490295
1322	0.8130283439	0.2955812554
1323	0.8130819895	0.2955440734
1324	0.8131926754	0.2954810763
1325	0.813267491	0.2954106319
1326	0.8134334264	0.2953349497
1327	0.8135509392	0.2952610343
1328	0.8136611981	0.2952165457
1329	0.8138018189	0.2951262039
1330	0.8139169558	0.2950658288
1331	0.8140092826	0.2949991643
1332	0.8142147681	0.2948402836
1333	0.814316924	0.2947854754
1334	0.8145026359	0.2946962971
1335	0.8146877961	0.2946014951
1336	0.8147744126	0.2945348664
1337	0.8149094848	0.2944684714
1338	0.8149906376	0.2944078541
1339	0.8150954823	0.2943517801
1340	0.8152485259	0.2942670864
1341	0.8154056667	0.2941900205
1342	0.8155094654	0.2941269663
1343	0.8156551983	0.2940402663
1344	0.8157051761	0.2940067912
1345	0.8158298936	0.2939481506
1346	0.8159249732	0.2938840353
1347	0.8160069756	0.2938435812
1348	0.8161190875	0.2937890092
1349	0.8162297477	0.293729906
1350	0.8163334438	0.2936680722
1351	0.8164214857	0.2936193105
1352	0.8165605723	0.2935311314
1353	0.8166424022	0.2934759818
1354	0.8167797149	0.2934000135
1355	0.816786879	0.2933884194
1356	0.8168867465	0.293321414
1357	0.8169992692	0.2932470056
1358	0.8171020693	0.2931974985
1359	0.8171604852	0.2931570326
1360	0.8172309912	0.2931162122
1361	0.8173259741	0.2930704715
1362	0.8174490923	0.2930031312
1363	0.8175692609	0.292941016
1364	0.8176990312	0.2928533832
1365	0.8178207755	0.2927869474
1366	0.8179535959	0.2927274192
1367	0.8179511759	0.292704871
1368	0.8180257308	0.292648182
1369	0.8181191943	0.2925886468
1370	0.8182312828	0.2925229088
1371	0.8183559043	0.2924545495
1372	0.8185334199	0.2923702969
1373	0.8185753641	0.2923314491
1374	0.8186544226	0.2922872884
1375	0.8187946838	0.292217062
1376	0.8188928506	0.2921619043
1377	0.8189988328	0.292094886
1378	0.8190117911	0.2920807339
1379	0.81908187	0.2920345218
1380	0.8191978619	0.2919625276
1381	0.8193447917	0.2918808295
1382	0.819423665	0.2918358472
1383	0.8194960982	0.2917875923
1384	0.8196317837	0.2917070706
1385	0.8197504985	0.2916102891
1386	0.8197972386	0.2915636685
1387	0.8199137755	0.2915187735
1388	0.8200657467	0.2914389685
1389	0.8201514097	0.2913772644
1390	0.8202262817	0.291337451
1391	0.8203176036	0.2912864647
1392	0.8204222389	0.2912039519
1393	0.8205513655	0.2911356321
1394	0.8206777808	0.2910545848
1395	0.820826697	0.2909869755
1396	0.8208489042	0.2909443288
1397	0.8209100881	0.2908980273
1398	0.8209863539	0.2908578399
1399	0.8210575502	0.2908073592
1400	0.821174588	0.2907410637
1401	0.8212568751	0.2906879286
1402	0.8213503675	0.2906289818
1403	0.821505805	0.2905461322
1404	0.8216165424	0.290495671
1405	0.8216756299	0.2904555948
1406	0.8217724924	0.2903934346
1407	0.821874465	0.2903453782
1408	0.8219071513	0.290330384
1409	0.821922159	0.2903197961
1410	0.8220013526	0.2902576987
1411	0.82212432	0.2901933515
1412	0.8222476399	0.2901175777
1413	0.8223453974	0.290059839
1414	0.8224375764	0.2900007594
1415	0.8225539695	0.2899454674
1416	0.8226541019	0.2898853434
1417	0.8228285731	0.2897947007
1418	0.8229509689	0.2897252599
1419	0.823081339	0.2896597962
1420	0.8231889237	0.2895947599
1421	0.8233378927	0.2895273594
1422	0.8234624267	0.289459767
1423	0.8235279164	0.2894046166
1424	0.8236597397	0.2893323326
1425	0.8237682004	0.2892762509
1426	0.8238747922	0.2892024019
1427	0.82399228	0.2891504268
1428	0.8241041202	0.2890821543
1429	0.8242561879	0.2889968795
1430	0.8243408248	0.2889435629
1431	0.8244143161	0.2888997126
1432	0.8245771615	0.2888159548
1433	0.8246904234	0.2887552153
1434	0.8247895217	0.2887015465
1435	0.82489158	0.2886459816
1436	0.8249777118	0.2885940415
1437	0.8251185363	0.2885239518
1438	0.8252340014	0.288465014
1439	0.8252623051	0.2884408592
1440	0.8253423232	0.2883962893
1441	0.8254584114	0.2883321198
1442	0.8255928664	0.2882545511
1443	0.8257083061	0.2881863552
1444	0.8258386765	0.2881071386
1445	0.8259039034	0.2880574983
1446	0.8260205053	0.2880016863
1447	0.8260848033	0.2879567427
1448	0.826159776	0.287917911
1449	0.8262189316	0.2878651149
1450	0.8263211383	0.2877921602
1451	0.8264023724	0.2877512332
1452	0.8265128973	0.2876861507
1453	0.8266086282	0.2876412156
1454	0.8267010631	0.2875932058
1455	0.8267880236	0.2875500863
1456	0.8269085796	0.2874889043
1457	0.8270010575	0.2874354567
1458	0.8270839728	0.2873754609
1459	0.8271647168	0.2873258156
1460	0.8272600312	0.2872724307
1461	0.8273795526	0.2872151941
1462	0.8275076713	0.2871468154
1463	0.8276302836	0.2870797153
1464	0.827705479	0.2870370637
1465	0.8278081718	0.2869839912
1466	0.8278458991	0.2869481721
1467	0.8279954031	0.2868742672
1468	0.8280900522	0.2868225253
1469	0.8282362677	0.286745368
1470	0.828384273	0.2866671622
1471	0.8284757945	0.2866183801
1472	0.8285616965	0.2865724744
1473	0.8286752633	0.2865068165
1474	0.8287911226	0.2864486837
1475	0.8289177073	0.2863893625
1476	0.8289957103	0.2863362225
1477	0.8291764253	0.2862613845
1478	0.8292652855	0.2862092088
1479	0.8293901838	0.286134978
1480	0.8294541803	0.286091832
1481	0.8295350185	0.286042182
1482	0.8296810088	0.2859613177
1483	0.8298027691	0.2858840563
1484	0.8299484541	0.285807465
1485	0.8300049244	0.2857716175
1486	0.8301108417	0.2857134025
1487	0.8302361995	0.2856343158
1488	0.8303266083	0.2855787216
1489	0.8304298674	0.285506628
1490	0.83052973	0.2854572859
1491	0.8306309716	0.2854030991
1492	0.8307131379	0.2853603321
1493	0.8308262136	0.2853041544
1494	0.8309003066	0.2852546294
1495	0.8310231451	0.2851910548
1496	0.8311011599	0.2851326424
1497	0.8311255441	0.2851130831
1498	0.8311932113	0.2850345422
1499	0.8313302113	0.2849629042
1500	0.8314030944	0.2849055218
1501	0.8314970033	0.284851415
1502	0.8316060898	0.2847856941
1503	0.8317048123	0.2847391238
1504	0.8318426395	0.2846644645
1505	0.8319645115	0.284594001
1506	0.8320892863	0.2845287201
1507	0.8321607908	0.284483075
1508	0.832249102	0.284429637
1509	0.8322841272	0.2844105128
1510	0.8324008125	0.2843428772
1511	0.832500291	0.284290083
1512	0.8326294103	0.2842187967
1513	0.8327787579	0.2841536125
1514	0.8328463786	0.2841056953
1515	0.8329126283	0.2840721692
1516	0.8330089503	0.2840189644
1517	0.8331175353	0.2839666605
1518	0.833215671	0.2839166106
1519	0.8333335613	0.2838424253
1520	0.8334299479	0.2837897753
1521	0.8335880137	0.2837199488
1522	0.8337115551	0.2836583923
1523	0.8338020204	0.2836043781
1524	0.8338419727	0.2835889564
1525	0.8339181724	0.2835371872
1526	0.8340065545	0.2834867541
1527	0.8340975116	0.2834158308
1528	0.8341818961	0.2833697726
1529	0.8343236412	0.2832988465
1530	0.8344442348	0.2832395985
1531	0.8345051014	0.2831887221
1532	0.8345998744	0.2831317528
1533	0.8347444733	0.2830623458
1534	0.8348348754	0.2830002681
1535	0.8349523634	0.2829389926
1536	0.8350408984	0.2828954797
1537	0.8351370207	0.2828264418
1538	0.8352721512	0.2827497337
1539	0.8354240194	0.2826687448
1540	0.8354644968	0.2826510393
1541	0.8355293618	0.2826138958
1542	0.835616754	0.2825659756
1543	0.8357844997	0.2824898348
1544	0.8358488771	0.2824426915
1545	0.835933951	0.2823857813
1546	0.8360425632	0.2823138077
1547	0.8361600101	0.2822563881
1548	0.8362684746	0.2821818031
1549	0.836403361	0.2821033374
1550	0.8365116394	0.2820394063
1551	0.8366136906	0.2819741354
1552	0.8367557097	0.2819060835
1553	0.8368734648	0.2818505709
1554	0.8370150094	0.2817689776
1555	0.837143596	0.2816947797
1556	0.837247451	0.2816416199
1557	0.8372466579	0.2816175117
1558	0.8373254515	0.2815714882
1559	0.837398206	0.2815299721
1560	0.8374878566	0.2814806095
1561	0.8375862543	0.2814278935
1562	0.837671289	0.2813684611
1563	0.8377137614	0.2813423528
1564	0.8378350773	0.2812685481
1565	0.8379817365	0.2811931175
1566	0.8379931407	0.2811804745
1567	0.8381014576	0.2811190354
1568	0.8381431207	0.281080602
1569	0.8382872216	0.2810188277
1570	0.8383941346	0.2809565998
1571	0.8384808838	0.2809122542
1572	0.8386099082	0.2808313172
1573	0.8387348742	0.2807623771
1574	0.8387943198	0.2807122925
1575	0.8388687793	0.2806560261
1576	0.839017582	0.2805791646
1577	0.8391348752	0.2805165256
1578	0.8393172054	0.2803703649
1579	0.8394354734	0.280299262
1580	0.839549937	0.2802278817
1581	0.8396777511	0.2801553131
1582	0.8398247745	0.2800756231
1583	0.8399403061	0.2800130683
1584	0.8400113492	0.2799583132
1585	0.8400861448	0.2798945432
1586	0.8402378674	0.2798123405
1587	0.840364132	0.2797467302
1588	0.8404758978	0.2796695308
1589	0.8405749942	0.2796172473
1590	0.8406498907	0.2795575124
1591	0.8407522255	0.279488337
1592	0.8408070125	0.2794425581
1593	0.8408204274	0.2794308786
1594	0.8409591921	0.2793580131
1595	0.8410570458	0.2793122022
1596	0.8411524259	0.279257012
1597	0.8412696619	0.2791971177
1598	0.8413945168	0.2791168224
1599	0.84146414	0.279068117
1600	0.8415800597	0.2790126526
1601	0.8417212531	0.2789395645
1602	0.8418499866	0.2788664658
1603	0.8418824696	0.2788521484
1604	0.8419774578	0.2787890757
1605	0.8420229186	0.2787595782
1606	0.8420890735	0.2787208748
1607	0.8422041403	0.2786589211
1608	0.8423812055	0.2785671399
1609	0.8424569068	0.278526422
1610	0.8425556349	0.278476362
1611	0.8427112457	0.2783992728
1612	0.8428269623	0.2783387076
1613	0.8429362842	0.2782779425
1614	0.8430268309	0.2782222823
1615	0.8431044643	0.2781792586
1616	0.8431876147	0.2781444501
1617	0.8432366561	0.2781113569
1618	0.8433465169	0.2780465553
1619	0.8434408632	0.277979766
1620	0.8435655121	0.2779107518
1621	0.8436443053	0.2778454257
1622	0.8436995389	0.2778120303
1623	0.8437410964	0.2777807712
1624	0.843805444	0.2777335425
1625	0.8438697522	0.2776798012
1626	0.8439418754	0.2776337107
1627	0.8440878465	0.2775639877
1628	0.8441939163	0.2775198809
1629	0.8443123184	0.2774602409
1630	0.8444193757	0.2773885841
1631	0.8445740787	0.2773112759
1632	0.8446399617	0.2772725668
1633	0.8447321234	0.2772211024
1634	0.8448416829	0.277157597
1635	0.8450157512	0.2770720366
1636	0.8451233546	0.2770051177
1637	0.8452134691	0.2769555748
1638	0.8453036244	0.2769041549
1639	0.8453987664	0.2768307761
1640	0.8455184849	0.2767660049
1641	0.8455684997	0.2767365276
1642	0.84568516	0.276668549
1643	0.8457540447	0.2766247505
1644	0.8458166027	0.2765695537
1645	0.8459456321	0.2765060453
1646	0.8460416187	0.2764498776
1647	0.846088096	0.2764241261
1648	0.8462215762	0.276356071
1649	0.8463078042	0.2762927937
1650	0.8464169822	0.2762371488
1651	0.8464756878	0.276193755
1652	0.8465923871	0.2761267608
1653	0.8466727815	0.2760642838
1654	0.8467593963	0.2759998431
1655	0.8468707807	0.2759318598
1656	0.8469678538	0.2758783303
1657	0.8471041673	0.275805913
1658	0.8471683191	0.2757534218
1659	0.8471631504	0.2757431936
1660	0.8472260189	0.2756948648
1661	0.8473198744	0.2756223239
1662	0.8473841041	0.2755749793
1663	0.8474491755	0.275531816
1664	0.8474985547	0.2754935986
1665	0.8476211693	0.2754366033
1666	0.847722214	0.2753874797
1667	0.847766511	0.2753445026
1668	0.8478341435	0.2752965447
1669	0.8479443304	0.2752270214
1670	0.8480896353	0.2751633871
1671	0.848182574	0.2751171238
1672	0.8483050431	0.2750400676
1673	0.848381676	0.2750017061
1674	0.8484875691	0.2749451243
1675	0.8485768238	0.2748976731
1676	0.8486596338	0.27484631
1677	0.848780862	0.2747877875
1678	0.8489097261	0.2747195838
1679	0.8490186225	0.2746658655
1680	0.8490944556	0.2746293902
1681	0.8491216838	0.2746181346
1682	0.8491726996	0.2745800415
1683	0.8492961006	0.2745255878
1684	0.8493816071	0.2744734874
1685	0.8494532793	0.2744472933
1686	0.8495347511	0.2743960895
1687	0.8496519704	0.2743353245
1688	0.8497419439	0.2742887046
1689	0.8498122152	0.2742418231
1690	0.8499291176	0.2741845994
1691	0.8500195403	0.274115233
1692	0.8501218651	0.2740563061
1693	0.8502492496	0.273979198
1694	0.8503641154	0.2739198403
1695	0.8503680385	0.2739088611
1696	0.8504553922	0.2738455148
1697	0.8505581096	0.2738002932
1698	0.8506460629	0.2737519881
1699	0.8506961575	0.2737247919
1700	0.8508151677	0.2736495129
1701	0.8509165227	0.2735883707
1702	0.8510384677	0.2735242391
1703	0.8511737608	0.2734615328
1704	0.8512577969	0.2734144173
1705	0.8513643103	0.2733619501
1706	0.8514807605	0.2732924652
1707	0.8515741193	0.2732378012
1708	0.8517251884	0.2731623173
1709	0.8518555481	0.2731068539
1710	0.8519373856	0.2730581203
1711	0.85194387	0.2730511538
1712	0.8520102383	0.2730149636
1713	0.8520791828	0.2729591771
1714	0.8521666314	0.272902436
1715	0.8522324743	0.2728586436
1716	0.8523663978	0.2727872431
1717	0.8524450106	0.2727406992
1718	0.8525148253	0.2727085242
1719	0.8526552282	0.2726333946
1720	0.8527408683	0.2725802389
